lat,lng
34.68938,-93.21552
33.87424,-115.24396
30.68526,-103.97911
48.17553,-104.85612
42.10012,-114.82857
31.55789,-92.39338
61.87532,-162.04873
41.13904,-119.69501
44.98993,-99.483
42.30685,-87.85232
65.70013,-156.33856
37.93722,-89.56947
34.52522,-94.65558
40.11048,-104.2751
37.16009,-99.49057
44.09676,-116.15049
31.54561,-98.73637
38.05121,-104.71595
44.15514,-94.52238
41.14865,-92.65668
39.33317,-96.08496
32.27003,-96.70239
33.2562,-101.33245
34.70863,-114.57562
35.02873,-109.81056
35.82799,-118.47137
45.8912,-67.8471
40.94045,-77.78638
34.49102,-120.08201
57.21669,-153.32658
39.5761,-110.4007
44.32409,-88.6274
33.74439,-91.40974
32.97896,-113.30714
61.90744,-156.85203
43.29995,-92.81412
32.71375,-108.30231
42.84217,-89.40814
47.87771,-101.48366
39.54527,-100.60881
38.21326,-81.41238
63.90955,-149.91736
29.77209,-96.33829
37.4947,-118.38514
36.03757,-98.67235
32.82178,-93.42972
29.23187,-94.92544
31.103,-83.04317
29.36407,-99.88476
45.86899,-102.20758
48.99683,-98.35392
42.51526,-77.91526
43.37877,-90.76423
45.27174,-111.94274
64.94112,-161.14536
27.37163,-98.47721
48.04527,-108.74677
14.15733,145.2145
48.81181,-118.90871
43.28742,-120.53809
41.2051,-85.10789
42.934,-85.20214
37.97719,-119.75012
38.03977,-101.9942
34.71773,-81.23055
36.26637,-101.02997
36.58974,-89.67345
41.58758,-101.02296
39.36451,-90.0664
27.07709,-81.41682
30.39924,-84.50694
45.45587,-123.96513
46.18465,-87.95967
63.18657,-154.75609
34.96174,-100.45441
41.80704,-118.88807
70.48101,-157.3835
44.30154,-98.04535
47.50431,-105.74543
30.04896,-89.95398
48.98817,-123.05767
44.54033,-105.64601
39.71549,-102.25029
41.35446,-83.92914
48.03391,-94.8365
40.63738,-121.87552
40.99714,-72.20253
35.18059,-79.37566
33.57917,-80.65441
70.1006,-150.00014
35.40136,-80.40406
42.80726,-98.4354
37.80902,-91.26999
34.36543,-119.09563
39.11313,-103.91139
39.51123,-76.49124
47.14118,-99.53717
66.93103,-156.89386
42.15192,-102.21378
33.73507,-95.24904
61.60036,-145.92446
56.82952,-133.17986
43.91707,-85.25788
39.65237,-121.03447
46.59994,-86.11555
35.64781,-82.30006
42.84075,-124.43806
46.89803,-114.61474
45.82231,-113.15271
63.35232,-143.43181
41.49672,-120.87162
42.77516,-73.21273
45.71438,-84.81275
41.31667,-90.57638
58.81714,-158.52914
34.54307,-99.45024
40.93667,-81.83502
40.59717,-97.85319
36.31388,-88.12539
32.67148,-117.16714
39.36914,-85.94551
35.5104,-86.30162
47.22224,-107.58999
46.77701,-93.5463
44.79873,-69.66951
35.70747,-114.53764
66.0472,-154.24096
45.36646,-100.51108
30.25278,-87.65405
31.85389,-103.90585
35.11183,-90.89333
35.36745,-112.63995
67.32073,-145.98835
41.03254,-89.24688
35.002,-85.28941
33.98151,-77.92748
39.97973,-80.45083
45.01979,-109.98295
44.93793,-107.4839
29.24182,-97.9285
38.08796,-101.01972
30.53328,-98.37906
36.19519,-120.43245
48.04059,-111.52359
37.70485,-115.30344
43.71794,-108.48023
32.84554,-97.90345
42.38378,-71.63552
44.026,-72.57843
34.03791,-92.53252
66.64629,-143.78137
44.82642,-95.94363
37.49211,-95.14883
35.53585,-108.13796
40.75827,-86.0614
40.65002,-96.17535
32.75257,-85.18484
44.62958,-73.31444
43.31475,-114.96811
38.33066,-79.51201
38.65235,-76.04163
45.65079,-108.97028
36.88828,-83.87546
35.3697,-83.50559
39.22256,-105.82969
42.97778,-122.20674
36.14965,-103.13345
47.63838,-96.80871
63.03047,-163.553
43.53124,-96.75497
41.87407,-123.23012
32.8792,-100.49136
31.89535,-94.4122
65.34151,-166.4942
31.1485,-90.79399
33.15684,-89.33033
45.7299,-69.76857
29.89493,-92.19569
65.15175,-149.3724
46.81236,-92.07564
65.67807,-145.54055
60.83738,-148.15024
31.20758,-99.62002
39.93085,-94.35762
34.24344,-101.29647
46.28045,-110.75624
32.23653,-83.69966
46.13873,-94.80874
27.94789,-81.92701
63.22686,-148.10122
35.22755,-77.63566
39.31016,-84.90394
36.31405,-104.80642
36.72142,-108.84406
31.49268,-89.06129
41.98001,-116.19537
30.92331,-104.85583
43.74712,-123.05496
40.82192,-80.88864
44.5789,-75.14668
41.49417,-73.5891
48.07682,-110.50908
39.43382,-97.55015
43.57934,-116.96975
31.98479,-89.89815
45.55291,-116.3115
33.81654,-83.89538
26.86821,-97.73585
39.38975,-91.83302
47.08466,-123.02958
40.69932,-75.94656
36.6046,-118.02721
57.17993,-170.27914
30.96924,-85.19504
59.87667,-163.17154
40.87554,-105.9889
36.39035,-105.79269
47.15427,-68.72512
47.7699,-93.89172
42.13817,-105.63358
45.97356,-97.53205
31.05777,-97.50369
37.7179,-107.04471
33.66517,-104.48932
32.81467,-82.23682
32.11684,-87.90996
37.93938,-93.16763
42.17757,-111.76101
29.17102,-103.28736
47.43089,-109.83434
44.75285,-103.60902
28.77954,-81.637
45.33647,-93.07214
45.00881,-71.49472
40.16428,-87.64028
38.27535,-105.60895
39.46614,-118.27364
33.63016,-103.03051
44.54647,-113.77167
42.4805,-79.0092
35.96925,-88.99186
45.54239,-121.15447
33.84389,-86.69788
29.49484,-82.31084
48.60862,-95.69725
32.71743,-109.58175
36.37524,-100.16581
42.02024,-97.44099
40.495,-111.9444
35.81049,-110.52904
34.40772,-88.24074
37.85131,-96.33863
43.55214,-106.11811
33.18745,-106.00712
19.10735,-155.78062
46.28252,-107.06847
31.40508,-82.1152
42.65145,-76.42502
35.45623,-76.48532
46.45666,-122.43627
39.20707,-81.6733
33.48208,-112.40518
47.20179,-111.72
36.53155,-82.37248
34.97178,-116.83808
33.93515,-108.0929
45.47628,-122.89088
38.229,-90.37684
66.82801,-161.03735
40.32673,-124.24017
42.17304,-74.9836
38.17273,-77.70575
36.3721,-86.30328
48.79745,-114.29117
34.95851,-89.21746
34.16082,-96.44879
27.84975,-82.82634
38.89144,-111.64442
36.34074,-115.60096
45.76652,-104.58732
37.24593,-102.99753
32.79429,-91.23914
45.96738,-98.82994
44.58484,-102.01082
37.96969,-84.14507
41.38597,-79.3422
32.39257,-98.79541
34.96582,-107.46717
33.41091,-88.50807
64.9008,-157.69462
36.85815,-97.71362
56.36089,-132.00635
33.03382,-97.0629
44.25903,-92.41986
34.49265,-105.85432
32.92146,-86.91147
30.624,-81.49392
36.78735,-77.70291
43.48491,-76.30966
39.82478,-120.1821
39.21569,-83.27171
44.88466,-94.0701
41.9482,-75.80116
37.76069,-97.62953
38.32039,-108.70843
36.78169,-85.38331
33.33282,-110.92883
39.61581,-78.75674
42.11443,-70.71487
32.34696,-92.74418
29.7439,-98.64785
37.93186,-82.4519
37.84603,-112.87124
40.13945,-101.53594
42.55189,-110.25204
43.98898,-104.42397
32.03304,-102.21189
48.02231,-107.8657
41.68687,-86.97438
41.54908,-80.37617
42.63732,-82.57949
30.22741,-90.78815
40.49264,-75.09067
48.77199,-120.49447
41.72599,-89.70006
37.5516,-106.14851
60.21644,-162.03311
40.4692,-115.34201
43.22931,-99.57019
44.00065,-121.03289
32.1081,-84.6693
33.54371,-115.99995
36.04183,-101.99335
43.09142,-74.11924
33.91709,-118.40161
40.08968,-79.58527
45.44584,-101.50046
42.21111,-100.31028
44.14978,-91.05303
46.38365,-115.9038
40.66022,-111.1093
41.19971,-97.2937
46.28123,-106.24765
47.77937,-90.70401
